body              time                 x                 y                vx                vy
1               0.749             1.50215             46.0953            -1.99855             1.42504
0                0.75             4.24988             1.27118             2.99891              1.0563
1                0.75             1.50016             46.0968            -1.99854             1.42494
0               0.751             4.25288             1.27224              2.9989             1.05637
1               0.751             1.49816             46.0982            -1.99854             1.42484
0               0.752             4.25588             1.27329              2.9989             1.05645
1               0.752             1.49616             46.0996            -1.99853             1.42474
0               0.753             4.25888             1.27435              2.9989             1.05652
1               0.753             1.49416              46.101            -1.99852             1.42464
0               0.754             4.26188             1.27541             2.99889              1.0566
1               0.754             1.49216             46.1025            -1.99852             1.42454
0               0.755             4.26488             1.27646             2.99889             1.05667
1               0.755             1.49016             46.1039            -1.99851             1.42444
0               0.756             4.26788             1.27752             2.99888             1.05674
1               0.756             1.48816             46.1053             -1.9985             1.42434
0               0.757             4.27088             1.27858             2.99888             1.05682
1               0.757             1.48617             46.1067             -1.9985             1.42424
0               0.758             4.27388             1.27963             2.99887             1.05689
1               0.758             1.48417             46.1082            -1.99849             1.42414
0               0.759             4.27687             1.28069             2.99887             1.05697
1               0.759             1.48217             46.1096            -1.99849             1.42405
0                0.76             4.27987             1.28175             2.99886             1.05704
1                0.76             1.48017              46.111            -1.99848             1.42395
0               0.761             4.28287              1.2828             2.99886             1.05711
1               0.761             1.47817             46.1124            -1.99847             1.42385
0               0.762             4.28587             1.28386             2.99885             1.05719
1               0.762             1.47617             46.1139            -1.99847             1.42375
0               0.763             4.28887             1.28492             2.99885             1.05726
1               0.763             1.47418             46.1153            -1.99846             1.42365
0               0.764             4.29187             1.28598             2.99884             1.05734
1               0.764             1.47218             46.1167            -1.99846             1.42355
0               0.765             4.29487             1.28703             2.99884             1.05741
1               0.765             1.47018             46.1181            -1.99845             1.42345
0               0.766             4.29787             1.28809             2.99884             1.05749
1               0.766             1.46818             46.1195            -1.99844             1.42335
0               0.767             4.30087             1.28915             2.99883             1.05756
1               0.767             1.46618              46.121            -1.99844             1.42325
0               0.768             4.30386             1.29021             2.99883             1.05763
1               0.768             1.46418             46.1224            -1.99843             1.42316
0               0.769             4.30686             1.29126             2.99882             1.05771
1               0.769             1.46218             46.1238            -1.99842             1.42306
0                0.77             4.30986             1.29232             2.99882             1.05778
1                0.77             1.46019             46.1252            -1.99842             1.42296
0               0.771             4.31286             1.29338             2.99881             1.05786
1               0.771             1.45819             46.1267            -1.99841             1.42286
0               0.772             4.31586             1.29444             2.99881             1.05793
1               0.772             1.45619             46.1281             -1.9984             1.42276
0               0.773             4.31886             1.29549              2.9988             1.05801
1               0.773             1.45419             46.1295             -1.9984             1.42266
0               0.774             4.32186             1.29655              2.9988             1.05808
1               0.774             1.45219             46.1309            -1.99839             1.42256
0               0.775             4.32486             1.29761             2.99879             1.05815
1               0.775             1.45019             46.1324            -1.99839             1.42246
0               0.776             4.32785             1.29867             2.99879             1.05823
1               0.776              1.4482             46.1338            -1.99838             1.42236
0               0.777             4.33085             1.29973             2.99878              1.0583
1               0.777              1.4462             46.1352            -1.99837             1.42227
0               0.778             4.33385             1.30079             2.99878             1.05838
1               0.778              1.4442             46.1366            -1.99837             1.42217
0               0.779             4.33685             1.30184             2.99877             1.05845
1               0.779              1.4422              46.138            -1.99836             1.42207
0                0.78             4.33985              1.3029             2.99877             1.05852
1                0.78              1.4402             46.1395            -1.99835             1.42197
0               0.781             4.34285             1.30396             2.99876              1.0586
1               0.781              1.4382             46.1409            -1.99835             1.42187
0               0.782             4.34585             1.30502             2.99876             1.05867
1               0.782             1.43621             46.1423            -1.99834             1.42177
0               0.783             4.34885             1.30608             2.99875             1.05875
1               0.783             1.43421             46.1437            -1.99833             1.42167
0               0.784             4.35184             1.30714             2.99875             1.05882
1               0.784             1.43221             46.1452            -1.99833             1.42157
0               0.785             4.35484              1.3082             2.99874             1.05889
1               0.785             1.43021             46.1466            -1.99832             1.42147
0               0.786             4.35784             1.30926             2.99874             1.05897
1               0.786             1.42821              46.148            -1.99832             1.42138
0               0.787             4.36084             1.31031             2.99874             1.05904
1               0.787             1.42621             46.1494            -1.99831             1.42128
0               0.788             4.36384             1.31137             2.99873             1.05912
1               0.788             1.42422             46.1508             -1.9983             1.42118
0               0.789             4.36684             1.31243             2.99873             1.05919
1               0.789             1.42222             46.1523             -1.9983             1.42108
0                0.79             4.36984             1.31349             2.99872             1.05927
1                0.79             1.42022             46.1537            -1.99829             1.42098
0               0.791             4.37284             1.31455             2.99872             1.05934
1               0.791             1.41822             46.1551            -1.99828             1.42088
0               0.792             4.37583             1.31561             2.99871             1.05941
1               0.792             1.41622             46.1565            -1.99828             1.42078
0               0.793             4.37883             1.31667             2.99871             1.05949
1               0.793             1.41422             46.1579            -1.99827             1.42068
0               0.794             4.38183             1.31773              2.9987             1.05956
1               0.794             1.41223             46.1594            -1.99826             1.42059
0               0.795             4.38483             1.31879              2.9987             1.05964
1               0.795             1.41023             46.1608            -1.99826             1.42049
0               0.796             4.38783             1.31985             2.99869             1.05971
1               0.796             1.40823             46.1622            -1.99825             1.42039
0               0.797             4.39083             1.32091             2.99869             1.05978
1               0.797             1.40623             46.1636            -1.99824             1.42029
0               0.798             4.39383             1.32197             2.99868             1.05986
1               0.798             1.40423              46.165            -1.99824             1.42019
0               0.799             4.39683             1.32303             2.99868             1.05993
1               0.799             1.40223             46.1665            -1.99823             1.42009
0                 0.8             4.39982             1.32409             2.99867             1.06001
1                 0.8             1.40024             46.1679            -1.99822             1.41999
0               0.801             4.40282             1.32515             2.99867             1.06008
1               0.801             1.39824             46.1693            -1.99822             1.41989
0               0.802             4.40582             1.32621             2.99866             1.06015
1               0.802             1.39624             46.1707            -1.99821             1.41979
0               0.803             4.40882             1.32727             2.99866             1.06023
1               0.803             1.39424             46.1721             -1.9982              1.4197
0               0.804             4.41182             1.32833             2.99865              1.0603
1               0.804             1.39224             46.1736             -1.9982              1.4196
0               0.805             4.41482             1.32939             2.99865             1.06038
1               0.805             1.39025              46.175            -1.99819              1.4195
0               0.806             4.41782             1.33045             2.99864             1.06045
1               0.806             1.38825             46.1764            -1.99818              1.4194
0               0.807             4.42081             1.33151             2.99864             1.06053
1               0.807             1.38625             46.1778            -1.99818              1.4193
0               0.808             4.42381             1.33257             2.99863              1.0606
1               0.808             1.38425             46.1792            -1.99817              1.4192
0               0.809             4.42681             1.33363             2.99863             1.06067
1               0.809             1.38225             46.1807            -1.99816              1.4191
0                0.81             4.42981             1.33469             2.99862             1.06075
1                0.81             1.38025             46.1821            -1.99816               1.419
0               0.811             4.43281             1.33575             2.99862             1.06082
1               0.811             1.37826             46.1835            -1.99815             1.41891
0               0.812             4.43581             1.33681             2.99861              1.0609
1               0.812             1.37626             46.1849            -1.99814             1.41881
0               0.813             4.43881             1.33787             2.99861             1.06097
1               0.813             1.37426             46.1863            -1.99814             1.41871
0               0.814              4.4418             1.33894              2.9986             1.06104
1               0.814             1.37226             46.1878            -1.99813             1.41861
0               0.815              4.4448                1.34              2.9986             1.06112
1               0.815             1.37026             46.1892            -1.99812             1.41851
0               0.816              4.4478             1.34106             2.99859             1.06119
1               0.816             1.36827             46.1906            -1.99812             1.41841
0               0.817              4.4508             1.34212             2.99859             1.06127
1               0.817             1.36627              46.192            -1.99811             1.41831
0               0.818              4.4538             1.34318             2.99858             1.06134
1               0.818             1.36427             46.1934             -1.9981             1.41821
0               0.819              4.4568             1.34424             2.99858             1.06141
1               0.819             1.36227             46.1948             -1.9981             1.41812
0                0.82              4.4598              1.3453             2.99857             1.06149
1                0.82             1.36027             46.1963            -1.99809             1.41802
0               0.821             4.46279             1.34636             2.99857             1.06156
1               0.821             1.35828             46.1977            -1.99808             1.41792
0               0.822             4.46579             1.34743             2.99856             1.06164
1               0.822             1.35628             46.1991            -1.99808             1.41782
0               0.823             4.46879             1.34849             2.99856             1.06171
1               0.823             1.35428             46.2005            -1.99807             1.41772
0               0.824             4.47179             1.34955             2.99855             1.06178
1               0.824             1.35228             46.2019            -1.99806             1.41762
0               0.825             4.47479             1.35061             2.99854             1.06186
1               0.825             1.35028             46.2034            -1.99806             1.41752
0               0.826             4.47779             1.35167             2.99854             1.06193
1               0.826             1.34829             46.2048            -1.99805             1.41742
0               0.827             4.48079             1.35274             2.99853             1.06201
1               0.827             1.34629             46.2062            -1.99804             1.41733
0               0.828             4.48378              1.3538             2.99853             1.06208
1               0.828             1.34429             46.2076            -1.99803             1.41723
0               0.829             4.48678             1.35486             2.99852             1.06215
1               0.829             1.34229              46.209            -1.99803             1.41713
0                0.83             4.48978             1.35592             2.99852             1.06223
1                0.83             1.34029             46.2104            -1.99802             1.41703
0               0.831             4.49278             1.35698             2.99851              1.0623
1               0.831             1.33829             46.2119            -1.99801             1.41693
0               0.832             4.49578             1.35805             2.99851             1.06238
1               0.832              1.3363             46.2133            -1.99801             1.41683
0               0.833             4.49878             1.35911              2.9985             1.06245
1               0.833              1.3343             46.2147              -1.998             1.41673
0               0.834             4.50178             1.36017              2.9985             1.06252
1               0.834              1.3323             46.2161            -1.99799             1.41664
0               0.835             4.50477             1.36123             2.99849              1.0626
1               0.835              1.3303             46.2175            -1.99799             1.41654
0               0.836             4.50777              1.3623             2.99849             1.06267
1               0.836              1.3283             46.2189            -1.99798             1.41644
0               0.837             4.51077             1.36336             2.99848             1.06275
1               0.837             1.32631             46.2204            -1.99797             1.41634
0               0.838             4.51377             1.36442             2.99848             1.06282
1               0.838             1.32431             46.2218            -1.99796             1.41624
0               0.839             4.51677             1.36548             2.99847             1.06289
1               0.839             1.32231             46.2232            -1.99796             1.41614
0                0.84             4.51977             1.36655             2.99847             1.06297
1                0.84             1.32031             46.2246            -1.99795             1.41604
0               0.841             4.52277             1.36761             2.99846             1.06304
1               0.841             1.31832              46.226            -1.99794             1.41594
0               0.842             4.52576             1.36867             2.99846             1.06312
1               0.842             1.31632             46.2274            -1.99794             1.41585
0               0.843             4.52876             1.36974             2.99845             1.06319
1               0.843             1.31432             46.2289            -1.99793             1.41575
0               0.844             4.53176              1.3708             2.99845             1.06326
1               0.844             1.31232             46.2303            -1.99792             1.41565
0               0.845             4.53476             1.37186             2.99844             1.06334
1               0.845             1.31032             46.2317            -1.99792             1.41555
0               0.846             4.53776             1.37293             2.99843             1.06341
1               0.846             1.30833             46.2331            -1.99791             1.41545
0               0.847             4.54076             1.37399             2.99843             1.06349
1               0.847             1.30633             46.2345             -1.9979             1.41535
0               0.848             4.54375             1.37505             2.99842             1.06356
1               0.848             1.30433             46.2359            -1.99789             1.41525
0               0.849             4.54675             1.37612             2.99842             1.06363
1               0.849             1.30233             46.2373            -1.99789             1.41516
0                0.85             4.54975             1.37718             2.99841             1.06371
1                0.85             1.30033             46.2388            -1.99788             1.41506
0               0.851             4.55275             1.37824             2.99841             1.06378
1               0.851             1.29834             46.2402            -1.99787             1.41496
0               0.852             4.55575             1.37931              2.9984             1.06386
1               0.852             1.29634             46.2416            -1.99787             1.41486
0               0.853             4.55875             1.38037              2.9984             1.06393
1               0.853             1.29434              46.243            -1.99786             1.41476
0               0.854             4.56174             1.38144             2.99839               1.064
1               0.854             1.29234             46.2444            -1.99785             1.41466
0               0.855             4.56474              1.3825             2.99839             1.06408
1               0.855             1.29034             46.2458            -1.99784             1.41456
0               0.856             4.56774             1.38356             2.99838             1.06415
1               0.856             1.28835             46.2472            -1.99784             1.41447
0               0.857             4.57074             1.38463             2.99838             1.06423
1               0.857             1.28635             46.2487            -1.99783             1.41437
0               0.858             4.57374             1.38569             2.99837              1.0643
1               0.858             1.28435             46.2501            -1.99782             1.41427
0               0.859             4.57674             1.38676             2.99837             1.06437
1               0.859             1.28235             46.2515            -1.99782             1.41417
0                0.86             4.57973             1.38782             2.99836             1.06445
1                0.86             1.28036             46.2529            -1.99781             1.41407
0               0.861             4.58273             1.38889             2.99835             1.06452
1               0.861             1.27836             46.2543             -1.9978             1.41397
0               0.862             4.58573             1.38995             2.99835              1.0646
1               0.862             1.27636             46.2557            -1.99779             1.41387
0               0.863             4.58873             1.39102             2.99834             1.06467
1               0.863             1.27436             46.2571            -1.99779             1.41378
0               0.864             4.59173             1.39208             2.99834             1.06474
1               0.864             1.27236             46.2586            -1.99778             1.41368
0               0.865             4.59473             1.39314             2.99833             1.06482
1               0.865             1.27037               46.26            -1.99777             1.41358
0               0.866             4.59772             1.39421             2.99833             1.06489
1               0.866             1.26837             46.2614            -1.99776             1.41348
0               0.867             4.60072             1.39527             2.99832             1.06496
1               0.867             1.26637             46.2628            -1.99776             1.41338
0               0.868             4.60372             1.39634             2.99832             1.06504
1               0.868             1.26437             46.2642            -1.99775             1.41328
0               0.869             4.60672              1.3974             2.99831             1.06511
1               0.869             1.26238             46.2656            -1.99774             1.41318
0                0.87             4.60972             1.39847              2.9983             1.06519
1                0.87             1.26038              46.267            -1.99773             1.41309
0               0.871             4.61272             1.39954              2.9983             1.06526
1               0.871             1.25838             46.2685            -1.99773             1.41299
0               0.872             4.61571              1.4006             2.99829             1.06533
1               0.872             1.25638             46.2699            -1.99772             1.41289
0               0.873             4.61871             1.40167             2.99829             1.06541
1               0.873             1.25438             46.2713            -1.99771             1.41279
0               0.874             4.62171             1.40273             2.99828             1.06548
1               0.874             1.25239             46.2727            -1.99771             1.41269
0               0.875             4.62471              1.4038             2.99828             1.06556
1               0.875             1.25039             46.2741             -1.9977             1.41259
0               0.876             4.62771             1.40486             2.99827             1.06563
1               0.876             1.24839             46.2755            -1.99769              1.4125
0               0.877             4.63071             1.40593             2.99827              1.0657
1               0.877             1.24639             46.2769            -1.99768              1.4124
0               0.878              4.6337             1.40699             2.99826             1.06578
1               0.878              1.2444             46.2783            -1.99768              1.4123
0               0.879              4.6367             1.40806             2.99825             1.06585
1               0.879              1.2424             46.2798            -1.99767              1.4122
0                0.88              4.6397             1.40913             2.99825             1.06593
1                0.88              1.2404             46.2812            -1.99766              1.4121
0               0.881              4.6427             1.41019             2.99824               1.066
1               0.881              1.2384             46.2826            -1.99765               1.412
0               0.882              4.6457             1.41126             2.99824             1.06607
1               0.882             1.23641              46.284            -1.99765              1.4119
0               0.883              4.6487             1.41232             2.99823             1.06615
1               0.883             1.23441             46.2854            -1.99764             1.41181
0               0.884             4.65169             1.41339             2.99823             1.06622
1               0.884             1.23241             46.2868            -1.99763             1.41171
0               0.885             4.65469             1.41446             2.99822             1.06629
1               0.885             1.23041             46.2882            -1.99762             1.41161
0               0.886             4.65769             1.41552             2.99822             1.06637
1               0.886             1.22841             46.2896            -1.99762             1.41151
0               0.887             4.66069             1.41659             2.99821             1.06644
1               0.887             1.22642              46.291            -1.99761             1.41141
0               0.888             4.66369             1.41766              2.9982             1.06652
1               0.888             1.22442             46.2925             -1.9976             1.41131
0               0.889             4.66669             1.41872              2.9982             1.06659
1               0.889             1.22242             46.2939            -1.99759             1.41121
0                0.89             4.66968             1.41979             2.99819             1.06666
1                0.89             1.22042             46.2953            -1.99759             1.41112
0               0.891             4.67268             1.42086             2.99819             1.06674
1               0.891             1.21843             46.2967            -1.99758             1.41102
0               0.892             4.67568             1.42192             2.99818             1.06681
1               0.892             1.21643             46.2981            -1.99757             1.41092
0               0.893             4.67868             1.42299             2.99818             1.06689
1               0.893             1.21443             46.2995            -1.99756             1.41082
0               0.894             4.68168             1.42406             2.99817             1.06696
1               0.894             1.21243             46.3009            -1.99756             1.41072
0               0.895             4.68467             1.42512             2.99816             1.06703
1               0.895             1.21044             46.3023            -1.99755             1.41062
0               0.896             4.68767             1.42619             2.99816             1.06711
1               0.896             1.20844             46.3037            -1.99754             1.41053
0               0.897             4.69067             1.42726             2.99815             1.06718
1               0.897             1.20644             46.3052            -1.99753             1.41043
0               0.898             4.69367             1.42832             2.99815             1.06725
1               0.898             1.20444             46.3066            -1.99752             1.41033
0               0.899             4.69667             1.42939             2.99814             1.06733
1               0.899             1.20245              46.308            -1.99752             1.41023
0                 0.9             4.69966             1.43046             2.99814              1.0674
1                 0.9             1.20045             46.3094            -1.99751             1.41013
0               0.901             4.70266             1.43153             2.99813             1.06748
1               0.901             1.19845             46.3108             -1.9975             1.41003
0               0.902             4.70566             1.43259             2.99812             1.06755
1               0.902             1.19645             46.3122            -1.99749             1.40994
0               0.903             4.70866             1.43366             2.99812             1.06762
1               0.903             1.19446             46.3136            -1.99749             1.40984
0               0.904             4.71166             1.43473             2.99811              1.0677
1               0.904             1.19246              46.315            -1.99748             1.40974
0               0.905             4.71466              1.4358             2.99811             1.06777
1               0.905             1.19046             46.3164            -1.99747             1.40964
0               0.906             4.71765             1.43686              2.9981             1.06784
1               0.906             1.18846             46.3178            -1.99746             1.40954
0               0.907             4.72065             1.43793              2.9981             1.06792
1               0.907             1.18647             46.3193            -1.99746             1.40944
0               0.908             4.72365               1.439             2.99809             1.06799
1               0.908             1.18447             46.3207            -1.99745             1.40935
0               0.909             4.72665             1.44007             2.99808             1.06807
1               0.909             1.18247             46.3221            -1.99744             1.40925
0                0.91             4.72965             1.44114             2.99808             1.06814
1                0.91             1.18047             46.3235            -1.99743             1.40915
0               0.911             4.73264              1.4422             2.99807             1.06821
1               0.911             1.17848             46.3249            -1.99742             1.40905
0               0.912             4.73564             1.44327             2.99807             1.06829
1               0.912             1.17648             46.3263            -1.99742             1.40895
0               0.913             4.73864             1.44434             2.99806             1.06836
1               0.913             1.17448             46.3277            -1.99741             1.40885
0               0.914             4.74164             1.44541             2.99805             1.06843
1               0.914             1.17248             46.3291             -1.9974             1.40876
0               0.915             4.74464             1.44648             2.99805             1.06851
1               0.915             1.17049             46.3305            -1.99739             1.40866
0               0.916             4.74763             1.44755             2.99804             1.06858
1               0.916             1.16849             46.3319            -1.99739             1.40856
0               0.917             4.75063             1.44862             2.99804             1.06866
1               0.917             1.16649             46.3333            -1.99738             1.40846
0               0.918             4.75363             1.44968             2.99803             1.06873
1               0.918              1.1645             46.3348            -1.99737             1.40836
0               0.919             4.75663             1.45075             2.99803              1.0688
1               0.919              1.1625             46.3362            -1.99736             1.40826
0                0.92             4.75963             1.45182             2.99802             1.06888
1                0.92              1.1605             46.3376            -1.99735             1.40817
0               0.921             4.76262             1.45289             2.99801             1.06895
1               0.921              1.1585              46.339            -1.99735             1.40807
0               0.922             4.76562             1.45396             2.99801             1.06902
1               0.922             1.15651             46.3404            -1.99734             1.40797
0               0.923             4.76862             1.45503               2.998              1.0691
1               0.923             1.15451             46.3418            -1.99733             1.40787
0               0.924             4.77162              1.4561               2.998             1.06917
1               0.924             1.15251             46.3432            -1.99732             1.40777
0               0.925             4.77462             1.45717             2.99799             1.06925
1               0.925             1.15051             46.3446            -1.99731             1.40767
0               0.926             4.77761             1.45824             2.99798             1.06932
1               0.926             1.14852              46.346            -1.99731             1.40758
0               0.927             4.78061             1.45931             2.99798             1.06939
1               0.927             1.14652             46.3474             -1.9973             1.40748
0               0.928             4.78361             1.46037             2.99797             1.06947
1               0.928             1.14452             46.3488            -1.99729             1.40738
0               0.929             4.78661             1.46144             2.99797             1.06954
1               0.929             1.14252             46.3502            -1.99728             1.40728
0                0.93             4.78961             1.46251             2.99796             1.06961
1                0.93             1.14053             46.3516            -1.99727             1.40718
0               0.931              4.7926             1.46358             2.99795             1.06969
1               0.931             1.13853             46.3531            -1.99727             1.40708
0               0.932              4.7956             1.46465             2.99795             1.06976
1               0.932             1.13653             46.3545            -1.99726             1.40699
0               0.933              4.7986             1.46572             2.99794             1.06984
1               0.933             1.13454             46.3559            -1.99725             1.40689
0               0.934              4.8016             1.46679             2.99794             1.06991
1               0.934             1.13254             46.3573            -1.99724             1.40679
0               0.935              4.8046             1.46786             2.99793             1.06998
1               0.935             1.13054             46.3587            -1.99723             1.40669
0               0.936             4.80759             1.46893             2.99792             1.07006
1               0.936             1.12854             46.3601            -1.99723             1.40659
0               0.937             4.81059                1.47             2.99792             1.07013
1               0.937             1.12655             46.3615            -1.99722             1.40649
0               0.938             4.81359             1.47107             2.99791              1.0702
1               0.938             1.12455             46.3629            -1.99721              1.4064
0               0.939             4.81659             1.47214             2.99791             1.07028
1               0.939             1.12255             46.3643             -1.9972              1.4063
0                0.94             4.81959             1.47321              2.9979             1.07035
1                0.94             1.12055             46.3657            -1.99719              1.4062
0               0.941             4.82258             1.47428             2.99789             1.07043
1               0.941             1.11856             46.3671            -1.99719              1.4061
0               0.942             4.82558             1.47535             2.99789              1.0705
1               0.942             1.11656             46.3685            -1.99718               1.406
0               0.943             4.82858             1.47643             2.99788             1.07057
1               0.943             1.11456             46.3699            -1.99717              1.4059
0               0.944             4.83158              1.4775             2.99788             1.07065
1               0.944             1.11257             46.3713            -1.99716             1.40581
0               0.945             4.83458             1.47857             2.99787             1.07072
1               0.945             1.11057             46.3727            -1.99715             1.40571
0               0.946             4.83757             1.47964             2.99786             1.07079
1               0.946             1.10857             46.3742            -1.99715             1.40561
0               0.947             4.84057             1.48071             2.99786             1.07087
1               0.947             1.10657             46.3756            -1.99714             1.40551
0               0.948             4.84357             1.48178             2.99785             1.07094
1               0.948             1.10458              46.377            -1.99713             1.40541
0               0.949             4.84657             1.48285             2.99784             1.07101
1               0.949             1.10258             46.3784            -1.99712             1.40532
0                0.95             4.84956             1.48392             2.99784             1.07109
1                0.95             1.10058             46.3798            -1.99711             1.40522
0               0.951             4.85256             1.48499             2.99783             1.07116
1               0.951             1.09859             46.3812             -1.9971             1.40512
0               0.952             4.85556             1.48606             2.99783             1.07124
1               0.952             1.09659             46.3826             -1.9971             1.40502
0               0.953             4.85856             1.48713             2.99782             1.07131
1               0.953             1.09459              46.384            -1.99709             1.40492
0               0.954             4.86156             1.48821             2.99781             1.07138
1               0.954              1.0926             46.3854            -1.99708             1.40482
0               0.955             4.86455             1.48928             2.99781             1.07146
1               0.955              1.0906             46.3868            -1.99707             1.40473
0               0.956             4.86755             1.49035              2.9978             1.07153
1               0.956              1.0886             46.3882            -1.99706             1.40463
0               0.957             4.87055             1.49142              2.9978              1.0716
1               0.957              1.0866             46.3896            -1.99705             1.40453
0               0.958             4.87355             1.49249             2.99779             1.07168
1               0.958             1.08461              46.391            -1.99705             1.40443
0               0.959             4.87654             1.49356             2.99778             1.07175
1               0.959             1.08261             46.3924            -1.99704             1.40433
0                0.96             4.87954             1.49464             2.99778             1.07182
1                0.96             1.08061             46.3938            -1.99703             1.40424
0               0.961             4.88254             1.49571             2.99777              1.0719
1               0.961             1.07862             46.3952            -1.99702             1.40414
0               0.962             4.88554             1.49678             2.99776             1.07197
1               0.962             1.07662             46.3966            -1.99701             1.40404
0               0.963             4.88854             1.49785             2.99776             1.07205
1               0.963             1.07462              46.398              -1.997             1.40394
0               0.964             4.89153             1.49892             2.99775             1.07212
1               0.964             1.07262             46.3994              -1.997             1.40384
0               0.965             4.89453                 1.5             2.99775             1.07219
1               0.965             1.07063             46.4008            -1.99699             1.40374
0               0.966             4.89753             1.50107             2.99774             1.07227
1               0.966             1.06863             46.4022            -1.99698             1.40365
0               0.967             4.90053             1.50214             2.99773             1.07234
1               0.967             1.06663             46.4036            -1.99697             1.40355
